geneid,entrezid,genesymbol,mouseortholog,genedescription,uniprotid,mitopathway,mitocartascore,targetpscore,hg19chr,inmitocarta,subcellularlocation,Loc
97109,283600,SLC25A47,104910.0,solute carrier family 25 member 47,Q6Q0C1,Small molecule transport > SLC25A family,5.9313,,chr14,True,Mitochondrion inner membrane,MIM
97110,284427,SLC25A41,103775.0,solute carrier family 25 member 41,Q8N5S1,Metabolism > Nucleotide metabolism > Nucleotide import | Small molecule transport > SLC25A family,5.9313,,chr19,True,Mitochondrion inner membrane,MIM
97111,284723,SLC25A34,384071.0,solute carrier family 25 member 34,Q6PIV7,Small molecule transport > SLC25A family,5.9313,,chr1,True,Mitochondrion inner membrane,MIM
97112,2053,EPHX2,13850.0,epoxide hydrolase 2,P34913,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Lipid metabolism,5.726,,chr8,True,Cytoplasm,NUC
97113,11164,NUDT5,53893.0,nudix hydrolase 5,Q9UKK9,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,5.6919,,chr10,True,Nucleus,NUC
97114,10367,MICU1,216001.0,mitochondrial calcium uptake 1,Q9BPX6,Signaling > Calcium homeostasis > Calcium cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > Calcium uniporter,5.6709,3.0,chr10,True,Mitochondrion intermembrane space,NUC
97115,6647,SOD1,20655.0,superoxide dismutase 1,P00441,Metabolism > Detoxification > ROS and glutathione metabolism,5.6562,,chr21,True,Cytoplasm,NUC
97116,253190,SERHL2,68607.0,serine hydrolase like 2,Q9H4I8,0,5.6521,,chr22,True,"Cytoplasm, perinuclear region",NUC
97117,25915,NDUFAF3,66706.0,NADH:ubiquinone oxidoreductase complex assembly factor 3,Q9BU61,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,5.6344,2.0,chr3,True,Nucleus,NUC
97118,388962,BOLA3,78653.0,bolA family member 3,Q53S33,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins,5.6344,2.0,chr2,True,Mitochondrion,NUC
97119,132299,OCIAD2,433904.0,OCIA domain containing 2,Q56VL3,Signaling,5.6271,5.0,chr4,True,Endosome,NUC
97120,55316,RSAD1,237926.0,radical S-adenosyl methionine domain containing 1,Q9HA92,Metabolism > Metals and cofactors > Fe-S-containing proteins,5.592,2.0,chr17,True,Mitochondrion,NUC
97121,84303,CHCHD6,66098.0,coiled-coil-helix-coiled-coil-helix domain containing 6,Q9BRQ6,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex,5.553,,chr3,True,Mitochondrion inner membrane,MIM
97122,22868,FASTKD2,75619.0,FAST kinase domains 2,Q9NYY8,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,5.5345,,chr2,True,"Mitochondrion matrix, mitochondrion nucleoid",NUC
97123,8799,PEX11B,18632.0,peroxisomal biogenesis factor 11 beta,O96011,0,5.4781,2.0,chr1,True,Peroxisome membrane,NUC
97124,25880,TMEM186,66690.0,transmembrane protein 186,Q96B77,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,5.4781,2.0,chr16,True,Mitochondrion inner membrane,MIM
97125,80119,PIF1,208084.0,PIF1 5'-to-3' DNA helicase,Q9H611,Mitochondrial central dogma > mtDNA maintenance,5.4414,1.0,chr15,True,Nucleus,NUC
97126,2168,FABP1,14080.0,fatty acid binding protein 1,P07148,Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Lipid metabolism,5.4389,,chr2,True,Cytoplasm,NUC
97127,215,ABCD1,11666.0,ATP binding cassette subfamily D member 1,P33897,Small molecule transport > ABC transporters,5.4323,4.0,chrX,True,Peroxisome membrane,NUC
97128,11212,PLPBP,114863.0,pyridoxal phosphate binding protein,O94903,Metabolism > Vitamin metabolism > Vitamin B6 metabolism,5.3618,4.0,chr8,True,,NUC
97129,1622,DBI,13167.0,"diazepam binding inhibitor, acyl-CoA binding protein",P07108,Metabolism > Lipid metabolism,5.3468,,chr2,True,Endoplasmic reticulum,NUC
97130,87178,PNPT1,71701.0,polyribonucleotide nucleotidyltransferase 1,Q8TCS8,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,5.3413,2.0,chr2,True,Cytoplasm,NUC
97131,116447,TOP1MT,72960.0,DNA topoisomerase I mitochondrial,Q969P6,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > Transcription,5.3339,2.0,chr8,True,Mitochondrion,NUC
97132,246243,RNASEH1,19819.0,ribonuclease H1,O60930,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,5.327,2.0,chr2,True,Cytoplasm,NUC
97133,10350,ABCA9,217262.0,ATP binding cassette subfamily A member 9,Q8IUA7,Small molecule transport > ABC transporters,5.3065,5.0,chr17,True,Membrane,NUC
97134,6342,SCP2,20280.0,sterol carrier protein 2,P22307,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis",5.2994,,chr1,True,Peroxisome,NUC
97135,51559,NT5DC3,103466.0,5'-nucleotidase domain containing 3,Q86UY8,0,5.2887,2.0,chr12,True,,NUC
97136,100272147,CMC4,,C-X9-C motif containing 4,P56277,0,5.252,,chrX,True,Mitochondrion,NUC
97138,54059,YBEY,216119.0,ybeY metalloendoribonuclease,P58557,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,5.2315,2.0,chr21,True,Nucleus,NUC
97139,3094,HINT1,15254.0,histidine triad nucleotide binding protein 1,P49773,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,5.2276,,chr5,True,Cytoplasm,NUC
97140,79594,MUL1,68350.0,mitochondrial E3 ubiquitin protein ligase 1,Q969V5,"Protein import, sorting and homeostasis > Protein homeostasis | Mitochondrial dynamics and surveillance > Fission | Signaling",5.1987,,chr1,True,Mitochondrion outer membrane,NUC
97141,7084,TK2,57813.0,thymidine kinase 2,O00142,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,5.1181,2.0,chr16,True,Mitochondrion,NUC
97142,79814,AGMAT,75986.0,agmatinase,Q9BSE5,Metabolism > Amino acid metabolism,4.986,3.0,chr1,True,Mitochondrion,NUC
97143,129607,CMPK2,22169.0,cytidine/uridine monophosphate kinase 2,Q5EBM0,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,4.9286,1.0,chr2,True,Mitochondrion,NUC
97144,637,BID,12122.0,BH3 interacting domain death agonist,P55957,Mitochondrial dynamics and surveillance > Apoptosis,4.9239,1.0,chr22,True,Cytoplasm,NUC
97145,402,ARL2,56327.0,ADP ribosylation factor like GTPase 2,P36404,Mitochondrial dynamics and surveillance > Fusion,4.8027,,chr11,True,Mitochondrion intermembrane space,NUC
97146,55333,SYNJ2BP,24071.0,synaptojanin 2 binding protein,P57105,Mitochondrial dynamics and surveillance > Organelle contact sites,4.8027,,chr14,True,Mitochondrion outer membrane,NUC
97147,56947,MFF,75734.0,mitochondrial fission factor,Q9GZY8,Mitochondrial dynamics and surveillance > Fission,4.7895,4.0,chr2,True,Mitochondrion outer membrane,NUC
97148,51181,DCXR,67880.0,dicarbonyl and L-xylulose reductase,Q7Z4W1,Metabolism > Carbohydrate metabolism,4.7874,2.0,chr17,True,Apical cell membrane,NUC
97149,53343,NUDT9,74167.0,nudix hydrolase 9,Q9BW91,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,4.7857,5.0,chr4,True,Mitochondrion,NUC
97150,23600,AMACR,17117.0,alpha-methylacyl-CoA racemase,Q9UHK6,Metabolism > Lipid metabolism > Fatty acid oxidation,4.7681,,chr5,True,Peroxisome,NUC
97151,55187,VPS13D,230895.0,vacuolar protein sorting 13 homolog D,Q5THJ4,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy,4.7513,,chr1,True,,NUC
97152,11162,NUDT6,229228.0,nudix hydrolase 6,P53370,0,4.6489,2.0,chr4,True,Mitochondrion,NUC
97153,55101,DMAC2,66349.0,distal membrane arm assembly complex 2,Q9NW81,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,4.5235,3.0,chr19,True,Mitochondrion,NUC
97154,29960,MRM2,68017.0,mitochondrial rRNA methyltransferase 2,Q9UI43,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,4.5096,4.0,chr7,True,Mitochondrion,NUC
97155,578,BAK1,12018.0,BCL2 antagonist/killer 1,Q16611,Mitochondrial dynamics and surveillance > Apoptosis,4.5081,,chr6,True,Mitochondrion outer membrane,NUC
97156,1723,DHODH,56749.0,dihydroorotate dehydrogenase (quinone),Q02127,"Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing | Metabolism > Electron carriers > Q-linked reactions, other",4.5081,,chr16,True,Mitochondrion inner membrane,MIM
97157,4129,MAOB,109731.0,monoamine oxidase B,P27338,Metabolism > Amino acid metabolism > Catechol metabolism | Metabolism > Detoxification > Xenobiotic metabolism,4.5081,,chrX,True,Mitochondrion outer membrane,NUC
97158,4259,MGST3,66447.0,microsomal glutathione S-transferase 3,O14880,Metabolism > Lipid metabolism > Eicosanoid metabolism,4.5081,,chr1,True,Mitochondrion outer membrane,NUC
97159,51205,ACP6,66659.0,"acid phosphatase 6, lysophosphatidic",Q9NPH0,Metabolism > Lipid metabolism > Phospholipid metabolism,4.5081,,chr1,True,Mitochondrion,NUC
97160,51642,MRPL48,52443.0,mitochondrial ribosomal protein L48,Q96GC5,Mitochondrial central dogma > Translation > Mitochondrial ribosome,4.5081,,chr11,True,Mitochondrion,NUC
97161,189,AGXT,11611.0,alanine--glyoxylate and serine--pyruvate aminotransferase,P21549,Metabolism > Amino acid metabolism > Serine metabolism | Metabolism > Amino acid metabolism > Glyoxylate metabolism,4.4755,,chr2,True,Peroxisome,NUC
97162,1727,CYB5R3,109754.0,cytochrome b5 reductase 3,P00387,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex | Metabolism > Lipid metabolism,4.4742,,chr22,True,Endoplasmic reticulum membrane,NUC
97163,55794,DDX28,71986.0,DEAD-box helicase 28,Q9NUL7,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,4.4365,2.0,chr16,True,Nucleus,NUC
97164,25953,PNKD,56695.0,PNKD metallo-beta-lactamase domain containing,Q8N490,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,4.4332,2.0,chr2,True,Cell membrane,NUC
97165,286097,MICU3,78506.0,mitochondrial calcium uptake family member 3,Q86XE3,Signaling > Calcium homeostasis > Calcium cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > Calcium uniporter,4.4332,2.0,chr8,True,Mitochondrion intermembrane space,NUC
97166,664,BNIP3,12176.0,BCL2 interacting protein 3,Q12983,Mitochondrial dynamics and surveillance > Apoptosis,4.3912,,chr10,True,Mitochondrion,NUC
97167,345778,MTX3,382793.0,metaxin 3,Q5HYI7,Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions,4.3912,,chr5,True,Mitochondrion,NUC
97168,4595,MUTYH,70603.0,mutY DNA glycosylase,Q9UIF7,Mitochondrial central dogma > mtDNA maintenance,4.3575,1.0,chr1,True,Nucleus,NUC
97169,8225,GTPBP6,107999.0,GTP binding protein 6 (putative),O43824,0,4.3575,1.0,chrX,True,,NUC
97170,1583,CYP11A1,13070.0,cytochrome P450 family 11 subfamily A member 1,P05108,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme-containing proteins",4.3516,4.0,chr15,True,Mitochondrion inner membrane,MIM
97171,54940,OCIAD1,68095.0,OCIA domain containing 1,Q9NX40,0,4.2832,,chr4,True,Endosome,NUC
97172,79828,METTL8,228019.0,methyltransferase like 8,Q9H825,Mitochondrial central dogma > mtRNA metabolism,4.282,2.0,chr2,True,Mitochondrion,NUC
97173,389203,SMIM20,66278.0,small integral membrane protein 20,Q8N5G0,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,4.1784,,chr4,True,Mitochondrion inner membrane,MIM
97174,84881,RPUSD4,71989.0,RNA pseudouridine synthase D4,Q96CM3,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,4.104,5.0,chr11,True,Mitochondrion matrix,NUC
97175,57150,SMIM8,66291.0,small integral membrane protein 8,Q96KF7,0,4.0394,,chr6,True,Membrane,NUC
97176,10201,NME6,54369.0,NME/NM23 nucleoside diphosphate kinase 6,O75414,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,3.9472,,chr3,True,Mitochondrion matrix,NUC
97177,23770,FKBP8,14232.0,FKBP prolyl isomerase 8,Q14318,Mitochondrial dynamics and surveillance > Organelle contact sites | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy,3.9439,,chr19,True,Mitochondrion,NUC
97178,341392,ACSM4,233801.0,acyl-CoA synthetase medium chain family member 4,P0C7M7,Metabolism > Lipid metabolism > Fatty acid oxidation,3.8935,2.0,chr12,True,Mitochondrion,NUC
97179,79671,NLRX1,270151.0,NLR family member X1,Q86UT6,Signaling > Immune response,3.7937,2.0,chr11,True,Mitochondrion outer membrane,NUC
97180,55572,FOXRED1,235169.0,FAD dependent oxidoreductase domain containing 1,Q96CU9,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,3.7864,,chr11,True,Mitochondrion inner membrane,MIM
97181,64216,TFB2M,15278.0,"transcription factor B2, mitochondrial",Q9H5Q4,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > Transcription,3.7684,1.0,chr1,True,Mitochondrion,NUC
97182,152926,PPM1K,243382.0,"protein phosphatase, Mg2+/Mn2+ dependent 1K",Q8N3J5,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex,3.7684,1.0,chr4,True,Mitochondrion matrix,NUC
97183,517,ATP5MC2,67942.0,ATP synthase membrane subunit c locus 2,Q06055,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,3.7304,,chr12,True,Mitochondrion membrane,NUC
97184,4535,MT-ND1,17716.0,"NADH dehydrogenase, subunit 1 (complex I)",P03886,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,3.5915,,chrM,True,Mitochondrion inner membrane,MIM
97185,6901,TAZ,66826.0,tafazzin,Q16635,Metabolism > Lipid metabolism > Cardiolipin synthesis,3.4912,,chrX,True,Mitochondrion outer membrane,NUC
97186,253827,MSRB3,320183.0,methionine sulfoxide reductase B3,Q8IXL7,Metabolism > Detoxification > ROS and glutathione metabolism,3.4401,5.0,chr12,True,Endoplasmic reticulum,NUC
97187,26027,ACOT11,329910.0,acyl-CoA thioesterase 11,Q8WXI4,Metabolism > Lipid metabolism > Fatty acid oxidation,3.398,2.0,chr1,True,Mitochondrion matrix,NUC
97188,55335,NIPSNAP3B,66536.0,nipsnap homolog 3B,Q9BS92,0,3.3827,2.0,chr9,True,,NUC
97189,4913,NTHL1,18207.0,nth like DNA glycosylase 1,P78549,Metabolism > Metals and cofactors > Fe-S-containing proteins,3.297,4.0,chr16,True,Nucleus,NUC
97190,54708,MARCHF5,69104.0,membrane associated ring-CH-type finger 5,Q9NX47,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy,3.273,,chr10,True,Mitochondrion outer membrane,NUC
97191,119559,SFXN4,94281.0,sideroflexin 4,Q6P4A7,Small molecule transport > Sideroflexins,3.2625,,chr10,True,Mitochondrion inner membrane,MIM
97192,57570,TRMT5,76357.0,tRNA methyltransferase 5,Q32P41,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,3.1785,4.0,chr14,True,Mitochondrion matrix,NUC
97193,293,SLC25A6,,solute carrier family 25 member 6,P12236,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Small molecule transport > SLC25A family,3.172,,chrX,True,Mitochondrion inner membrane,MIM
97194,147407,SLC25A52,,solute carrier family 25 member 52,Q3SY17,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism | Small molecule transport > SLC25A family,3.172,,chr18,True,Mitochondrion inner membrane,MIM
97195,4968,OGG1,18294.0,8-oxoguanine DNA glycosylase,O15527,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair,3.1054,2.0,chr3,True,"Nucleus, nucleoplasm",NUC
97196,730249,ACOD1,16365.0,aconitate decarboxylase 1,A6NK06,Metabolism > Carbohydrate metabolism > Itaconate metabolism | Signaling > Immune response,3.0634,,chr13,True,Mitochondrion,NUC
97197,81890,QTRT1,60507.0,queuine tRNA-ribosyltransferase catalytic subunit 1,Q9BXR0,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,3.0298,3.0,chr19,True,Cytoplasm,NUC
97198,84883,AIFM2,71361.0,apoptosis inducing factor mitochondria associated 2,Q9BRQ8,Metabolism > Detoxification > ROS and glutathione metabolism | Mitochondrial dynamics and surveillance > Apoptosis,3.0272,,chr10,True,Lipid droplet,NUC
97199,7001,PRDX2,21672.0,peroxiredoxin 2,P32119,Metabolism > Detoxification > ROS and glutathione metabolism,2.98,,chr19,True,Cytoplasm,NUC
97200,26235,FBXL4,269514.0,F-box and leucine rich repeat protein 4,Q9UKA2,0,2.9195,5.0,chr6,True,Cytoplasm,NUC
97201,57678,GPAM,14732.0,"glycerol-3-phosphate acyltransferase, mitochondrial",Q9HCL2,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism,2.7219,,chr10,True,Mitochondrion outer membrane,NUC
97202,27109,DMAC2L,68055.0,distal membrane arm assembly complex 2 like,Q99766,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,2.6674,,chr14,True,Mitochondrion,NUC
97203,55177,RMDN3,67809.0,regulator of microtubule dynamics 3,Q96TC7,Mitochondrial dynamics and surveillance > Organelle contact sites,2.6674,,chr15,True,Mitochondrion outer membrane,NUC
97204,84293,PRXL2A,70564.0,peroxiredoxin like 2A,Q9BRX8,Metabolism > Detoxification > ROS and glutathione metabolism,2.6674,,chr10,True,Cytoplasm,NUC
97205,84833,ATP5MD,66477.0,ATP synthase membrane subunit DAPIT,Q96IX5,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits | Mitochondrial dynamics and surveillance > Cristae formation,2.6674,,chr10,True,Mitochondrion membrane,NUC
97206,100303755,PET117,100048644.0,PET117 cytochrome c oxidase chaperone,Q6UWS5,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,2.6348,,chr20,True,Mitochondrion,NUC
97207,4128,MAOA,17161.0,monoamine oxidase A,P21397,Metabolism > Amino acid metabolism > Catechol metabolism | Metabolism > Detoxification > Xenobiotic metabolism,2.6021,,chrX,True,Mitochondrion outer membrane,NUC
97208,145853,C15orf61,69478.0,chromosome 15 open reading frame 61,A6NNL5,0,2.5925,2.0,chr15,True,Secreted,NUC
97209,10721,POLQ,77782.0,DNA polymerase theta,O75417,Mitochondrial central dogma > mtDNA maintenance,2.5592,3.0,chr3,True,Nucleus,NUC
97210,83875,BCO2,170752.0,beta-carotene oxygenase 2,Q9BYV7,Metabolism > Vitamin metabolism > Vitamin A metabolism,2.5559,3.0,chr11,True,Mitochondrion,NUC
97211,3429,IFI27,52668.0,interferon alpha inducible protein 27,P40305,Signaling > Immune response | Mitochondrial dynamics and surveillance > Apoptosis,2.5531,4.0,chr14,True,Mitochondrion membrane,NUC
97212,1429,CRYZ,12972.0,crystallin zeta,Q08257,0,2.4163,5.0,chr1,True,"Cytoplasm, cytosol",NUC
97213,5831,PYCR1,209027.0,pyrroline-5-carboxylate reductase 1,P32322,Metabolism > Amino acid metabolism > Proline metabolism,2.4163,5.0,chr17,True,Mitochondrion,NUC
97214,55217,TMLHE,192289.0,"trimethyllysine hydroxylase, epsilon",Q9NVH6,Metabolism > Metals and cofactors > Carnitine synthesis and transport,2.2595,,chrX,True,Mitochondrion matrix,NUC
97215,9804,TOMM20,67952.0,translocase of outer mitochondrial membrane 20,Q15388,"Protein import, sorting and homeostasis > Protein import and sorting > TOM | Mitochondrial dynamics and surveillance",2.2055,,chr1,True,Mitochondrion outer membrane,NUC
97216,79693,YRDC,230734.0,yrdC N6-threonylcarbamoyltransferase domain containing,Q86U90,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,2.1517,1.0,chr1,True,Cytoplasm,NUC
97217,65260,COA7,69893.0,cytochrome c oxidase assembly factor 7 (putative),Q96BR5,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,2.0718,,chr1,True,Mitochondrion intermembrane space,NUC
97218,10202,DHRS2,71412.0,dehydrogenase/reductase 2,Q13268,Metabolism > Detoxification > Xenobiotic metabolism,2.0214,2.0,chr14,True,Mitochondrion matrix,NUC
97219,166785,MMAA,109136.0,metabolism of cobalamin associated A,Q8IVH4,Metabolism > Vitamin metabolism > Vitamin B12 metabolism,1.9744,4.0,chr4,True,Mitochondrion,NUC
97220,54471,MIEF1,239555.0,mitochondrial elongation factor 1,Q9NQG6,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly | Mitochondrial dynamics and surveillance > Fission,1.9593,,chr22,True,Mitochondrion outer membrane,NUC
97221,84419,C15orf48,433470.0,chromosome 15 open reading frame 48,Q9C002,0,1.9171,,chr15,True,Mitochondrion inner membrane,MIM
97222,3980,LIG3,16882.0,DNA ligase 3,P49916,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA repair,1.8977,3.0,chr17,True,Mitochondrion,NUC
97223,665,BNIP3L,12177.0,BCL2 interacting protein 3 like,O60238,Mitochondrial dynamics and surveillance > Apoptosis,1.861,,chr8,True,Nucleus envelope,NUC
97224,60493,FASTKD5,380601.0,FAST kinase domains 5,Q7L8L6,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,1.5509,2.0,chr20,True,"Mitochondrion matrix, mitochondrion nucleoid",NUC
97225,11315,PARK7,57320.0,Parkinsonism associated deglycase,Q99497,"Protein import, sorting and homeostasis > Protein homeostasis | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy",1.5385,,chr1,True,Cell membrane,NUC
97226,55744,COA1,,cytochrome c oxidase assembly factor 1 homolog,Q9GZY4,OXPHOS > Complex I > CI assembly factors | OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,1.463,2.0,chr7,True,Mitochondrion inner membrane,MIM
97227,170712,COX7B2,,cytochrome c oxidase subunit 7B2,Q8TF08,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,1.463,2.0,chr4,True,Mitochondrion inner membrane,MIM
97228,4539,MT-ND4L,17720.0,"NADH dehydrogenase, subunit 4L (complex I)",P03901,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,1.4501,,chrM,True,Mitochondrion inner membrane,MIM
97229,23409,SIRT4,75387.0,sirtuin 4,Q9Y6E7,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism,1.4323,2.0,chr12,True,Mitochondrion matrix,NUC
97230,84300,UQCC2,67267.0,ubiquinol-cytochrome c reductase complex assembly factor 2,Q9BRT2,OXPHOS > Complex III > CIII assembly factors | OXPHOS > OXPHOS assembly factors,1.4323,,chr6,True,"Mitochondrion matrix, mitochondrion nucleoid",NUC
97231,84749,USP30,100756.0,ubiquitin specific peptidase 30,Q70CQ3,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy",1.4323,2.0,chr12,True,Mitochondrion outer membrane,NUC
97232,201626,PDE12,211948.0,phosphodiesterase 12,Q6L8Q7,Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,1.4323,2.0,chr3,True,Mitochondrion matrix,NUC
97233,4832,NME3,79059.0,NME/NM23 nucleoside diphosphate kinase 3,Q13232,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,1.4126,,chr16,True,Mitochondrion outer membrane,NUC
97234,22907,DHX30,72831.0,DExH-box helicase 30,Q7L2E3,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,1.3968,4.0,chr3,True,Cytoplasm,NUC
97235,10922,FASTK,66587.0,Fas activated serine/threonine kinase,Q14296,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,1.3696,,chr7,True,Mitochondrion matrix,NUC
97236,196074,METTL15,76894.0,methyltransferase like 15,A6NJ78,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,1.3644,,chr11,True,Mitochondrion matrix,NUC
97237,1591,CYP24A1,13081.0,cytochrome P450 family 24 subfamily A member 1,Q07973,Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Vitamin metabolism > Vitamin D metabolism,1.3533,1.0,chr20,True,Mitochondrion,NUC
97238,25819,NOCT,12457.0,nocturnin,Q9UK39,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism,1.3533,1.0,chr4,True,Cytoplasm,NUC
97239,80025,PANK2,74450.0,pantothenate kinase 2,Q9BZ23,Metabolism > Metals and cofactors > Coenzyme A metabolism,1.3533,1.0,chr20,True,Mitochondrion,NUC
97240,763,CA5A,12352.0,carbonic anhydrase 5A,P35218,Metabolism > Amino acid metabolism > Urea cycle,1.2151,5.0,chr16,True,Mitochondrion,NUC
97241,64943,NT5DC2,70021.0,5'-nucleotidase domain containing 2,Q9H857,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,1.168,2.0,chr3,True,Cytoplasm,NUC
97242,83858,ATAD3B,,ATPase family AAA domain containing 3B,Q5T9A4,Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid | Mitochondrial dynamics and surveillance > Organelle contact sites | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions,1.0923,,chr1,True,Mitochondrion inner membrane,MIM
97243,26995,TRUB2,227682.0,TruB pseudouridine synthase family member 2,O95900,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,1.081,4.0,chr9,True,Mitochondrion matrix,NUC
97244,5566,PRKACA,18747.0,protein kinase cAMP-activated catalytic subunit alpha,P17612,Signaling > cAMP-PKA signaling,0.917,,chr19,True,Cytoplasm,NUC
97245,118881,COMTD1,69156.0,catechol-O-methyltransferase domain containing 1,Q86VU5,0,0.7267,,chr10,True,Membrane,NUC
